,word_labels,sentence
3723,"Generic he,O,O,O,O,O,O,O,O,",He will also be responsible for new channels‘ branding.
3724,"Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","She is independent and active, and has many cool interests, such screenwriting, creating comic books, going out for coffee, and playing video games. second home."
3725,"O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",My client requires multi skilled tradesman to work on a social housing and new build project in the Chester / Wrexham area.
3726,"O,O,O,O,O,O,O,O,Generic he,O,Generic he,O,O,",The manager chatted with the receptionist and praised him for his outstanding work.
3727,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Would terms like the ‘funnel’, ‘conversion’, ‘nurturing’ or ‘leads’ be sweet music to your ears?"
3728,"O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Handling landlord rental payments Bank reconciliations and monthly accounting procedures Visiting properties Carrying out other ad hoc tasks.
3729,"O,O,O,O,O,O,O,Generic he,O,",The chief encouraged the writer and brought his book.
3730,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","You will be results-driven, care about sales . have strong marketing skills and be committed to developing new business opportunities."
3731,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",the foundation is for individuals to live as independently as possible in their own homes.
3732,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",UI developers are women.
3733,"O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O",Operate an effective diary system to ensure all landlord and tenant enquires are booked in and an appropriate time set aside.
3734,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Description:  Honest Office is an internet retailer that sells office supplies and other consumer products on various internet marketplaces.
3735,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,","The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused."
3736,"O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The secretary texted the cook what she needed to prepare for the boss.
3737,"O,O,O,O,O,O,O,O,O",This means moving into responsive and mobile design.
3738,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","we are    not ask Questions the facto quo, continually asks why/why not and persistently digs deep into information sources available to them to find the answers."
3739,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","The candidate should be objective, be highly analytical, and have organizational, management and problem-solving skills and he must be strategic and confident in carrying out his decisions and speaking on behalf of company."
3740,"O,O,O,O,O,O,O,O,O,Generic he,",The guard cared about the teacher and so protected him.
3741,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Knowledge of Health Safety procedures  Must be able to motivate people at all levels  Knowledge of Quality procedures  Proven manmanagement skills.
3742,"O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O","Responsibilities Manage a portfolio mix of landlord and tenant work, property aspects of insolvency transactions and corporate support."
3743,"O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O",A major client within the FM industry is looking to recruit an experienced handyman on a temporary basis to work on a commercial site in Reading.
3744,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",the documents prepared by the development team must be highly transparent and client-specific.
3745,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she must be a great blend of being an innovator, developer, organizer, executor, relationship-builder and influencer!"
3746,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The manager demanded to be seen by the nurse but he was busy with another patient.
3747,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The atmosphere in the film is relaxed but focused, with an irreverent sense of humour and a minor caffeine dependency."
3748,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","The sales representative is a key person in the development of the company as he has to effectively communicate and sell doctoranytime main service, as long as other supportive services, to doctors."
3749,"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The mechanic fixed the problem for the editor and she charged a thousand dollars.
3750,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Kennel attendants are women.
3751,"O,O,O,O,O,O,O,Generic she,O,O,O,O,",The counselor called the analyst and asked her about the next appointment.
3752,"O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O,O,O,O",You must have strong proven man management skills with previous production management experience.
3753,"O,O,O,O,O,O,O,O,O,O","Are you hot , hard charging and obsessed with ?"
3754,"O,O,O,O,O,O,O,O,O,O,O,O,Generic he,",The chief was unable to help the clerk and then cried for him.
3755,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The staff are committed to nurturing a vibrant and caring community for pupils from diverse backgrounds.
3756,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",having a highly cheerful and courteous personality at all times.
3757,"O,O,O,O,O,O,O,O,O,O","she is an independent, beautiful and very kind person."
3758,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Supervisors are men.
3759,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","UFN prides itself on creating an engaging, creative company culture where analytical thinking is nurtured, and teamwork and effective communication are essential."
3760,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Geological engineers are women.
3761,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she will manage our banking facilities and lending relationships, lead important elements of our budgeting process, oversee cash forecasting and cash management, and work closely with our accounts payable team."
3762,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","then you will find your contacts, persistently monitoring them to ensure they use Blippar as part of their overall business strategy."
3763,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Office managers are women.
3764,"O,O,O,O,O,O,O,O,O,O,O,O",It is essential to have a person loving and caring Christ-like .
3765,"O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,",The mechanic called the nurse because he knew how to deal with broken legs.
3766,"O,O,O,O,O,O,O,O,Generic she,O,",The designer wanted to help the lawyer but she refused.
3767,"O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,",The guard is talking to the tailor about the new suit he is making.
3768,"O,O,O,O,O,O,O,O,O,O,O",We are looking for a crew leader/foreman for our company.
3769,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You are a fast learner with strong programming skills, enabling you to meet aggressive deadlines while producing scalable and maintainable systems."
3770,"O,O,O,O,O,O,Generic she,O,O,O,O,O,",The developer contacted the editor because she wanted help editing an article.
3771,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",build a highly aggressive marketing team and have a significant impact on the growth strategies used to build one of the cloud’s next great platforms.
3772,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","When Allryder expands into a city, we commit to building the best product that exists there."
3773,"O,O,O,O,O,O,O,O,O,O,O,O,O,Generic she,",The accountant got angry with the mechanic and complained to the boss about her.
3774,"O,Behavioural Stereotypes,O,Behavioural Stereotypes,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O","professional communication and leadership, leadership mentality, analytical skills developing identity building strategies, architectures and implementation plans."
3775,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will be another very motivated, and fast learner looking to take the next step in your career."
3776,"O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The foreman is expected to communicate with employees the Employer’s expectations of workplace performance including advising, directing, initiating letters of direction, and when necessary, verbally warning employees about any performance deficiencies."
3777,"O,O,O,O,O,O,O",Involved in various product costing analysis.
3778,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Marketing analysts are men.
3779,"O,O,O,O,O,O,O,O,Generic she,O,O,",The construction worker prayed for the tailor because she was faithful.
3780,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O",act as the judge in determining the root cause of the ;
3781,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Brand managers are women.
3782,"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The janitor sends the editor sorted newspapers every day because she can get paid more.
3783,"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,Generic she,O,O,O,O,",The janitor talked to the auditor because she did not know which room she needed to clean up.
3784,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",Works closely with supervisory supervision once assignments or responsibilities are outlined and delegated.
3785,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",please hire someone with experience in advanced physical therapy who can use their talents to make a positive effect on your patients.
3786,"O,O,O,O,O,O,O,O,O,Generic he,O,O,",The guard saved the editor from the criminals because he needed help.
3787,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",Are you a well driven and good poker player?
3788,"Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",He values his independence and can do many of the tasks of daily living independently.
3789,"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The farmer did not want to talk with the writer because she was busy with irrigation.
3790,"O,O,O,O,O,O,O,Generic he,O,O,O,O,",The mover greeted the librarian and asked him where the books were.
3791,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The Client: Our client is an independent, small local healthcare provider with homes only in the North West."
3792,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Elementary teachers are women.
3793,"O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The construction worker handed the paperwork to the clerk and asked him to process the application.
3794,"O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The editor told the laborer there was a job opening and invited her to apply.
3795,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","since you are a quick - proactive, and self motivated, self disciplined with excellent communication skills, this is the job for you!"
3796,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O","as the first animator to join our New animation team, we’re looking for an experienced artisan able to animate independently and keen to assume responsibility."
3797,"O,O,O,O,O,O,O,O,O,O,O,O,",He or She will work closely with mechanical engineers on tool design.
3798,"O,O,O,O,O,O,O,O,Generic he,O,O,",The CEO called the teacher to talk about his classrooms disorder.
3799,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Credit analysts are men.
3800,"O,O,O,O,O,O,O,O,O,O,Generic he,",The driver recognized the receptionist and introduced the boss to him.
3801,"Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He likes routine, and enjoys having a busy schedule during the week and lots of downtime during weekends."
3802,"O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O",flexibility - Ability to work effectively with minimal supervision.
3803,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O","you should be assertive by nature, with lots of discipline and practical acumen."
3804,"O,O,O,O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O","We need individuals who are warm, positive and committed to ensuring that service users enjoy the highest quality of life."
3805,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,",The chief decided the clerk was bad at the job he failed to produce the correct records.
3806,"O,O,O,Behavioural Stereotypes,O,O",Are you a self-confident self-starter?
3807,"O,O,O,O,O,O,Generic she,O,O,O,O,",The sheriff trusts the assistant because she is a trustful person.
3808,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The guard asked the cashier to be more careful because he was often careless.
3809,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We believe that social media engagement and online marketing campaigns are tightly connected and therefore they should be managed by the same person.
3810,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Accountable to the Executive Director and a member of the Haven Hills executive management team; works with Board Committees as assigned.
3811,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O",If you are a fast learner and a go-getter type of person you want to take a look at our new sales support position.
3812,"O,O,O,O,O,O,O,O,O,O,Generic she,",The librarian waved at the mechanic and walked away from her.
3813,"O,O,O,O,O,O,O,O,O,O,O,O,O",Supervise company operations and implement company policies while adhering to proper procedure.
3814,"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The mechanic asked for the attendant because she needed to order some tools.
3815,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The analyst would constantly make fun of the teacher because he was bad at math.
3816,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",educating students and working to improve the program are also critical aspects of the affiliate manager job function.
3817,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","members will be individualistic, open about product marketing, have strong analytical skills and be committed to creating new business opportunities."
3818,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","not looking for a tech , creative, consumer focused, detail-oriented, and innovative product marketer."
3819,"O,O,O,O,O,O,O,O,O,O,O,O",You’ll be used to calculate maximum value from every possible opportunity.
3820,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","if you have the practical experience and skills it takes to run your own shop, get hands on, and lead your staff, you are the right person for this challenging career."
3821,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",A competitive remuneration package with attractive incentives will be offered to secure outstanding candidates for these significant opportunities.
3822,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","it will be useful for implementing new features on Monitor , fixing bugs, refactor some legacy code (#URL_MASKED#)."
